Freq.	V(n002)	V(n004)/V(n002)
2.80778444773846e+004	(1.05909181997865e+000dB,-1.42747501210735e+002°)	(-8.48277439617868e+000dB,-1.07118767968488e+002°)
2.81425705936192e+004	(1.15022278388913e+000dB,-1.43534537743855e+002°)	(-8.43003697159041e+000dB,-1.07223829647613e+002°)
2.82074459189616e+004	(1.24061761690404e+000dB,-1.44338024395150e+002°)	(-8.37704892614895e+000dB,-1.07330081106108e+002°)
2.82724707973743e+004	(1.33019047529359e+000dB,-1.45158162887454e+002°)	(-8.32380780560982e+000dB,-1.07437542575497e+002°)
2.83376455736127e+004	(1.41885156741567e+000dB,-1.45995136377141e+002°)	(-8.27031112914199e+000dB,-1.07546234733845e+002°)
2.84029705932270e+004	(1.50650716235120e+000dB,-1.46849107162899e+002°)	(-8.21655638920154e+000dB,-1.07656178717630e+002°)
2.84684462025640e+004	(1.59305962526241e+000dB,-1.47720214285300e+002°)	(-8.16254105141849e+000dB,-1.07767396133979e+002°)
2.85340727487687e+004	(1.67840748257407e+000dB,-1.48608571027106e+002°)	(-8.10826255449776e+000dB,-1.07879909073267e+002°)
2.85998505797868e+004	(1.76244552012140e+000dB,-1.49514262327151e+002°)	(-8.05371831013567e+000dB,-1.07993740122111e+002°)
2.86657800443655e+004	(1.84506491739690e+000dB,-1.50437342123839e+002°)	(-7.99890570295295e+000dB,-1.08108912376758e+002°)
2.87318614920565e+004	(1.92615342095439e+000dB,-1.51377830647702e+002°)	(-7.94382209044577e+000dB,-1.08225449456883e+002°)
2.87980952732169e+004	(2.00559555987916e+000dB,-1.52335711686033e+002°)	(-7.88846480295618e+000dB,-1.08343375519815e+002°)
2.88644817390117e+004	(2.08327290600056e+000dB,-1.53310929846350e+002°)	(-7.83283114366324e+000dB,-1.08462715275204e+002°)
2.89310212414153e+004	(2.15906438119549e+000dB,-1.54303387849181e+002°)	(-7.77691838859685e+000dB,-1.08583494000133e+002°)
2.89977141332136e+004	(2.23284661370251e+000dB,-1.55312943884382e+002°)	(-7.72072378667549e+000dB,-1.08705737554707e+002°)
2.90645607680055e+004	(2.30449434482877e+000dB,-1.56339409068737e+002°)	(-7.66424455977004e+000dB,-1.08829472398125e+002°)
2.91315615002053e+004	(2.37388088678133e+000dB,-1.57382545045850e+002°)	(-7.60747790279535e+000dB,-1.08954725605251e+002°)
2.91987166850443e+004	(2.44087863159272e+000dB,-1.58442061772178e+002°)	(-7.55042098383186e+000dB,-1.09081524883701e+002°)
2.92660266785724e+004	(2.50535961023814e+000dB,-1.59517615535271e+002°)	(-7.49307094427903e+000dB,-1.09209898591467e+002°)
2.93334918376607e+004	(2.56719610006906e+000dB,-1.60608807251796e+002°)	(-7.43542489904331e+000dB,-1.09339875755090e+002°)
2.94011125200026e+004	(2.62626127762861e+000dB,-1.61715181093508e+002°)	(-7.37747993676288e+000dB,-1.09471486088408e+002°)
2.94688890841164e+004	(2.68242991278337e+000dB,-1.62836223488845e+002°)	(-7.31923312007166e+000dB,-1.09604760011884e+002°)
2.95368218893465e+004	(2.73557909893643e+000dB,-1.63971362546173e+002°)	(-7.26068148590562e+000dB,-1.09739728672556e+002°)
2.96049112958659e+004	(2.78558901289871e+000dB,-1.65119967941697e+002°)	(-7.20182204585411e+000dB,-1.09876423964599e+002°)
2.96731576646780e+004	(2.83234369683358e+000dB,-1.66281351310697e+002°)	(-7.14265178655939e+000dB,-1.10014878550551e+002°)
2.97415613576181e+004	(2.87573185358856e+000dB,-1.67454767174932e+002°)	(-7.08316767016778e+000dB,-1.10155125883200e+002°)
2.98101227373559e+004	(2.91564764573075e+000dB,-1.68639414431847e+002°)	(-7.02336663483583e+000dB,-1.10297200228164e+002°)
2.98788421673969e+004	(2.95199148775604e+000dB,-1.69834438422664e+002°)	(-6.96324559529521e+000dB,-1.10441136687190e+002°)
2.99477200120848e+004	(2.98467082028522e+000dB,-1.71038933586710e+002°)	(-6.90280144348063e+000dB,-1.10586971222185e+002°)
3.00167566366029e+004	(3.01360085463693e+000dB,-1.72251946698589e+002°)	(-6.84203104922453e+000dB,-1.10734740680011e+002°)
3.00859524069766e+004	(3.03870527600927e+000dB,-1.73472480673370e+002°)	(-6.78093126102350e+000dB,-1.10884482818067e+002°)
3.01553076900751e+004	(3.05991689363827e+000dB,-1.74699498913104e+002°)	(-6.71949890688100e+000dB,-1.11036236330677e+002°)
3.02248228536130e+004	(3.07717822674687e+000dB,-1.75931930156096e+002°)	(-6.65773079523136e+000dB,-1.11190040876318e+002°)
3.02944982661529e+004	(3.09044201586051e+000dB,-1.77168673778839e+002°)	(-6.59562371595077e+000dB,-1.11345937105709e+002°)
3.03643342971069e+004	(3.09967165013442e+000dB,-1.78408605489768e+002°)	(-6.53317444146072e+000dB,-1.11503966690788e+002°)
3.04343313167387e+004	(3.10484150269383e+000dB,-1.79650583344405e+002°)	(-6.47037972793011e+000dB,-1.11664172354606e+002°)
3.05044896961655e+004	(3.10593716759801e+000dB,1.79106545996601e+002°)	(-6.40723631658249e+000dB,-1.11826597902169e+002°)
3.05748098073600e+004	(3.10295559385373e+000dB,1.77863940851173e+002°)	(-6.34374093511541e+000dB,-1.11991288252244e+002°)
3.06452920231524e+004	(3.09590511387016e+000dB,1.76622758030030e+002°)	(-6.27989029923897e+000dB,-1.12158289470176e+002°)
3.07159367172325e+004	(3.08480536579923e+000dB,1.75384146371953e+002°)	(-6.21568111434165e+000dB,-1.12327648801736e+002°)
3.07867442641515e+004	(3.06968711127683e+000dB,1.74149240390125e+002°)	(-6.15111007729144e+000dB,-1.12499414708021e+002°)
3.08577150393237e+004	(3.05059195210023e+000dB,1.72919154116654e+002°)	(-6.08617387838106e+000dB,-1.12673636901457e+002°)
3.09288494190294e+004	(3.02757195128140e+000dB,1.71694975227335e+002°)	(-6.02086920342686e+000dB,-1.12850366382917e+002°)
3.10001477804157e+004	(3.00068916564086e+000dB,1.70477759521593e+002°)	(-5.95519273603093e+000dB,-1.13029655479999e+002°)
3.10716105014997e+004	(2.97001509860478e+000dB,1.69268525823772e+002°)	(-5.88914116001715e+000dB,-1.13211557886482e+002°)
3.11432379611694e+004	(2.93563008309330e+000dB,1.68068251361734e+002°)	(-5.82271116205233e+000dB,-1.13396128702998e+002°)
3.12150305391866e+004	(2.89762260531736e+000dB,1.66877867667583e+002°)	(-5.75589943446438e+000dB,-1.13583424478960e+002°)
3.12869886161883e+004	(2.85608858091628e+000dB,1.65698257033599e+002°)	(-5.68870267826971e+000dB,-1.13773503255754e+002°)
3.13591125736891e+004	(2.81113059516901e+000dB,1.64530249544526e+002°)	(-5.62111760642394e+000dB,-1.13966424611254e+002°)
3.14314027940832e+004	(2.76285711900878e+000dB,1.63374620695664e+002°)	(-5.55314094730932e+000dB,-1.14162249705664e+002°)
3.15038596606459e+004	(2.71138171228625e+000dB,1.62232089595071e+002°)	(-5.48476944847458e+000dB,-1.14361041328739e+002°)
3.15764835575364e+004	(2.65682222518903e+000dB,1.61103317737851e+002°)	(-5.41599988064284e+000dB,-1.14562863948393e+002°)
3.16492748697994e+004	(2.59930000797636e+000dB,1.59988908331343e+002°)	(-5.34682904200462e+000dB,-1.14767783760745e+002°)
3.17222339833672e+004	(2.53893913826455e+000dB,1.58889406142026e+002°)	(-5.27725376281404e+000dB,-1.14975868741610e+002°)
3.17953612850617e+004	(2.47586567404905e+000dB,1.57805297828448e+002°)	(-5.20727091030725e+000dB,-1.15187188699467e+002°)
3.18686571625966e+004	(2.41020693951331e+000dB,1.56737012719302e+002°)	(-5.13687739396329e+000dB,-1.15401815329934e+002°)
3.19421220045793e+004	(2.34209084949709e+000dB,1.55684923992075e+002°)	(-5.06607017112911e+000dB,-1.15619822271759e+002°)
3.20157562005132e+004	(2.27164527731207e+000dB,1.54649350205319e+002°)	(-4.99484625303111e+000dB,-1.15841285164353e+002°)
3.20895601407994e+004	(2.19899746943833e+000dB,1.53630557136496e+002°)	(-4.92320271119772e+000dB,-1.16066281706886e+002°)
3.21635342167390e+004	(2.12427350953475e+000dB,1.52628759877390e+002°)	(-4.85113668431841e+000dB,-1.16294891718940e+002°)
3.22376788205352e+004	(2.04759783317500e+000dB,1.51644125140107e+002°)	(-4.77864538556625e+000dB,-1.16527197202746e+002°)
3.23119943452954e+004	(1.96909279379352e+000dB,1.50676773728528e+002°)	(-4.70572611041261e+000dB,-1.16763282406999e+002°)
3.23864811850331e+004	(1.88887827950421e+000dB,1.49726783132651e+002°)	(-4.63237624496459e+000dB,-1.17003233892249e+002°)
3.24611397346700e+004	(1.80707137974393e+000dB,1.48794190206250e+002°)	(-4.55859327485705e+000dB,-1.17247140597865e+002°)
3.25359703900384e+004	(1.72378610009536e+000dB,1.47878993891736e+002°)	(-4.48437479473325e+000dB,-1.17495093910552e+002°)
3.26109735478829e+004	(1.63913312315731e+000dB,1.46981157959715e+002°)	(-4.40971851835017e+000dB,-1.17747187734401e+002°)
3.26861496058629e+004	(1.55321961294948e+000dB,1.46100613734491e+002°)	(-4.33462228934622e+000dB,-1.18003518562441e+002°)
3.27614989625542e+004	(1.46614906005623e+000dB,1.45237262780503e+002°)	(-4.25908409271151e+000dB,-1.18264185549656e+002°)
3.28370220174518e+004	(1.37802116452135e+000dB,1.44390979528356e+002°)	(-4.18310206700289e+000dB,-1.18529290587406e+002°)
3.29127191709712e+004	(1.28893175339223e+000dB,1.43561613822619e+002°)	(-4.10667451734836e+000dB,-1.18798938379203e+002°)
3.29885908244514e+004	(1.19897272976915e+000dB,1.42748993376845e+002°)	(-4.02979992928776e+000dB,-1.19073236517745e+002°)
3.30646373801562e+004	(1.10823205022939e+000dB,1.41952926124382e+002°)	(-3.95247698349918e+000dB,-1.19352295563137e+002°)
3.31408592412768e+004	(1.01679372756195e+000dB,1.41173202456275e+002°)	(-3.87470457146307e+000dB,-1.19636229122176e+002°)
3.32172568119341e+004	(9.24737855851313e-001dB,1.40409597340135e+002°)	(-3.79648181211880e+000dB,-1.19925153928572e+002°)
3.32938304971804e+004	(8.32140655084278e-001dB,1.39661872316047e+002°)	(-3.71780806957085e+000dB,-1.20219189923970e+002°)
3.33705807030016e+004	(7.39074532611197e-001dB,1.38929777367541e+002°)	(-3.63868297190503e+000dB,-1.20518460339579e+002°)
3.34475078363198e+004	(6.45608158966958e-001dB,1.38213052667354e+002°)	(-3.55910643117737e+000dB,-1.20823091778233e+002°)
3.35246123049949e+004	(5.51806555740336e-001dB,1.37511430199102e+002°)	(-3.47907866464192e+000dB,-1.21133214296647e+002°)
3.36018945178272e+004	(4.57731193368808e-001dB,1.36824635257204e+002°)	(-3.39860021728607e+000dB,-1.21448961487610e+002°)
3.36793548845593e+004	(3.63440096924816e-001dB,1.36152387828336e+002°)	(-3.31767198574496e+000dB,-1.21770470561839e+002°)
3.37569938158783e+004	(2.68987958145975e-001dB,1.35494403858480e+002°)	(-3.23629524366975e+000dB,-1.22097882429144e+002°)
3.38348117234181e+004	(1.74426252141005e-001dB,1.34850396410230e+002°)	(-3.15447166862716e+000dB,-1.22431341778559e+002°)
3.39128090197614e+004	(7.98033573772133e-002dB,1.34220076715449e+002°)	(-3.07220337061035e+000dB,-1.22770997157011e+002°)
3.39909861184423e+004	(-1.48353222825211e-002dB,1.33603155128672e+002°)	(-2.98949292224413e+000dB,-1.23117001046064e+002°)
3.40693434339479e+004	(-1.09447234571030e-001dB,1.32999341986853e+002°)	(-2.90634339076960e+000dB,-1.23469509936231e+002°)
3.41478813817209e+004	(-2.03992555772696e-001dB,1.32408348381109e+002°)	(-2.82275837189631e+000dB,-1.23828684398269e+002°)
3.42266003781616e+004	(-2.98434068448948e-001dB,1.31829886846175e+002°)	(-2.73874202561085e+000dB,-1.24194689150823e+002°)
3.43055008406304e+004	(-3.92737040618125e-001dB,1.31263671973146e+002°)	(-2.65429911403373e+000dB,-1.24567693123701e+002°)
3.43845831874497e+004	(-4.86869106966598e-001dB,1.30709420951041e+002°)	(-2.56943504141662e+000dB,-1.24947869516015e+002°)
3.44638478379061e+004	(-5.80800152569005e-001dB,1.30166854042496e+002°)	(-2.48415589637329e+000dB,-1.25335395848293e+002°)
3.45432952122530e+004	(-6.74502199508063e-001dB,1.29635694998750e+002°)	(-2.39846849643744e+000dB,-1.25730454007639e+002°)
3.46229257317124e+004	(-7.67949296706155e-001dB,1.29115671418821e+002°)	(-2.31238043503996e+000dB,-1.26133230284857e+002°)
3.47027398184774e+004	(-8.61117413211422e-001dB,1.28606515057566e+002°)	(-2.22590013099666e+000dB,-1.26543915402418e+002°)
3.47827378957144e+004	(-9.53984335120085e-001dB,1.28107962087055e+002°)	(-2.13903688059507e+000dB,-1.26962704531983e+002°)
3.48629203875652e+004	(-1.04652956626429e+000dB,1.27619753315417e+002°)	(-2.05180091236472e+000dB,-1.27389797300112e+002°)
3.49432877191494e+004	(-1.13873423274753e+000dB,1.27141634367101e+002°)	(-1.96420344461097e+000dB,-1.27825397780654e+002°)
3.50238403165666e+004	(-1.23058099137084e+000dB,1.26673355828180e+002°)	(-1.87625674578467e+000dB,-1.28269714472162e+002°)
3.51045786068986e+004	(-1.32205394195861e+000dB,1.26214673360137e+002°)	(-1.78797419775265e+000dB,-1.28722960258574e+002°)
3.51855030182119e+004	(-1.41313854356412e+000dB,1.25765347785277e+002°)	(-1.69937036202222e+000dB,-1.29185352351204e+002°)
3.52666139795595e+004	(-1.50382153451065e+000dB,1.25325145146698e+002°)	(-1.61046104896092e+000dB,-1.29657112209968e+002°)
3.53479119209838e+004	(-1.59409085620447e+000dB,1.24893836745535e+002°)	(-1.52126339003667e+000dB,-1.30138465441583e+002°)
3.54293972735183e+004	(-1.68393558063875e+000dB,1.24471199157947e+002°)	(-1.43179591308476e+000dB,-1.30629641672323e+002°)
3.55110704691902e+004	(-1.77334584149506e+000dB,1.24057014234149e+002°)	(-1.34207862058719e+000dB,-1.31130874392719e+002°)
3.55929319410228e+004	(-1.86231276873849e+000dB,1.23651069081561e+002°)	(-1.25213307092289e+000dB,-1.31642400771428e+002°)
3.56749821230373e+004	(-1.95082842659396e+000dB,1.23253156034014e+002°)	(-1.16198246251930e+000dB,-1.32164461435303e+002°)
3.57572214502557e+004	(-2.03888575478629e+000dB,1.22863072608718e+002°)	(-1.07165172080024e+000dB,-1.32697300212522e+002°)
3.58396503587027e+004	(-2.12647851292194e+000dB,1.22480621452616e+002°)	(-9.81167587787225e-001dB,-1.33241163835433e+002°)
3.59222692854082e+004	(-2.21360122788794e+000dB,1.22105610279537e+002°)	(-8.90558714165889e-001dB,-1.33796301599617e+002°)
3.60050786684095e+004	(-2.30024914414263e+000dB,1.21737851799456e+002°)	(-7.99855753579971e-001dB,-1.34362964975481e+002°)
3.60880789467537e+004	(-2.38641817677247e+000dB,1.21377163641050e+002°)	(-7.09091458858212e-001dB,-1.34941407168563e+002°)
3.61712705605000e+004	(-2.47210486719025e+000dB,1.21023368268598e+002°)	(-6.18300779816825e-001dB,-1.35531882624553e+002°)
3.62546539507221e+004	(-2.55730634135160e+000dB,1.20676292894189e+002°)	(-5.27520962210357e-001dB,-1.36134646474966e+002°)
3.63382295595104e+004	(-2.64202027036888e+000dB,1.20335769386094e+002°)	(-4.36791647326065e-001dB,-1.36749953919272e+002°)
3.64219978299744e+004	(-2.72624483340456e+000dB,1.20001634174065e+002°)	(-3.46154971632441e-001dB,-1.37378059539264e+002°)
3.65059592062452e+004	(-2.80997868272908e+000dB,1.19673728152259e+002°)	(-2.55655665799924e-001dB,-1.38019216541453e+002°)
3.65901141334777e+004	(-2.89322091083194e+000dB,1.19351896580379e+002°)	(-1.65341152311580e-001dB,-1.38673675923287e+002°)
3.66744630578529e+004	(-2.97597101947818e+000dB,1.19035988983593e+002°)	(-7.52616407739870e-002dB,-1.39341685559163e+002°)
3.67590064265804e+004	(-3.05822889060676e+000dB,1.18725859051698e+002°)	(1.45297800764477e-002dB,-1.40023489202353e+002°)
3.68437446879007e+004	(-3.13999475897086e+000dB,1.18421364537954e+002°)	(1.03977054797687e-001dB,-1.40719325399281e+002°)
3.69286782910877e+004	(-3.22126918642445e+000dB,1.18122367157971e+002°)	(1.93021079350001e-001dB,-1.41429426312936e+002°)
3.70138076864508e+004	(-3.30205303776364e+000dB,1.17828732488944e+002°)	(2.81599626272011e-001dB,-1.42154016452753e+002°)
3.70991333253376e+004	(-3.38234745803513e+000dB,1.17540329869558e+002°)	(3.69647278443706e-001dB,-1.42893311308890e+002°)
3.71846556601363e+004	(-3.46215385122860e+000dB,1.17257032300769e+002°)	(4.57095373090211e-001dB,-1.43647515889612e+002°)
3.72703751442776e+004	(-3.54147386027311e+000dB,1.16978716347694e+002°)	(5.43871957812507e-001dB,-1.44416823161426e+002°)
3.73562922322378e+004	(-3.62030934826260e+000dB,1.16705262042772e+002°)	(6.29901760561237e-001dB,-1.45201412392724e+002°)
3.74424073795407e+004	(-3.69866238083828e+000dB,1.16436552790351e+002°)	(7.15106175587055e-001dB,-1.46001447402933e+002°)
3.75287210427602e+004	(-3.77653520966047e+000dB,1.16172475272833e+002°)	(7.99403267510042e-001dB,-1.46817074720678e+002°)
3.76152336795229e+004	(-3.85393025690543e+000dB,1.15912919358450e+002°)	(8.82707795739215e-001dB,-1.47648421656104e+002°)
3.77019457485100e+004	(-3.93085010072667e+000dB,1.15657778010783e+002°)	(9.64931261539325e-001dB,-1.48495594294356e+002°)
3.77888577094604e+004	(-4.00729746162356e+000dB,1.15406947200061e+002°)	(1.04598198008077e+000dB,-1.49358675419273e+002°)
3.78759700231726e+004	(-4.08327518966359e+000dB,1.15160325816304e+002°)	(1.12576517981049e+000dB,-1.50237722378575e+002°)
3.79632831515074e+004	(-4.15878625250762e+000dB,1.14917815584319e+002°)	(1.20418313144262e+000dB,-1.51132764904187e+002°)
3.80507975573903e+004	(-4.23383372419097e+000dB,1.14679320980593e+002°)	(1.28113530878009e+000dB,-1.52043802903909e+002°)
3.81385137048141e+004	(-4.30842077461598e+000dB,1.14444749152069e+002°)	(1.35651858343527e+000dB,-1.52970804243214e+002°)
3.82264320588409e+004	(-4.38255065971490e+000dB,1.14214009836819e+002°)	(1.43022745531289e+000dB,-1.53913702538683e+002°)
3.83145530856052e+004	(-4.45622671224435e+000dB,1.13987015286597e+002°)	(1.50215432044611e+000dB,-1.54872394987194e+002°)
3.84028772523158e+004	(-4.52945233317602e+000dB,1.13763680191263e+002°)	(1.57218977743210e+000dB,-1.55846740257660e+002°)
3.84914050272588e+004	(-4.60223098365011e+000dB,1.13543921605055e+002°)	(1.64022297329296e+000dB,-1.56836556474475e+002°)
3.85801368797995e+004	(-4.67456617746096e+000dB,1.13327658874688e+002°)	(1.70614198909015e+000dB,-1.57841619324116e+002°)
3.86690732803853e+004	(-4.74646147404637e+000dB,1.13114813569261e+002°)	(1.76983426504665e+000dB,-1.58861660318151e+002°)
3.87582147005484e+004	(-4.81792047195455e+000dB,1.12905309411935e+002°)	(1.83118706428361e+000dB,-1.59896365247396e+002°)
3.88475616129075e+004	(-4.88894680276422e+000dB,1.12699072213377e+002°)	(1.89008797356452e+000dB,-1.60945372862799e+002°)
3.89371144911711e+004	(-4.95954412543541e+000dB,1.12496029806928e+002°)	(1.94642543866911e+000dB,-1.62008273818910e+002°)
3.90268738101397e+004	(-5.02971612107003e+000dB,1.12296111985485e+002°)	(2.00008933120584e+000dB,-1.63084609915250e+002°)
3.91168400457082e+004	(-5.09946648806284e+000dB,1.12099250440077e+002°)	(2.05097154283119e+000dB,-1.64173873669567e+002°)
3.92070136748687e+004	(-5.16879893762401e+000dB,1.11905378700119e+002°)	(2.09896660199886e+000dB,-1.65275508254690e+002°)
3.92973951757127e+004	(-5.23771718965635e+000dB,1.11714432075339e+002°)	(2.14397230753413e+000dB,-1.66388907827494e+002°)
3.93879850274341e+004	(-5.30622496896985e+000dB,1.11526347599364e+002°)	(2.18589037254593e+000dB,-1.67513418274291e+002°)
3.94787837103310e+004	(-5.37432600181775e+000dB,1.11341063974958e+002°)	(2.22462707147797e+000dB,-1.68648338391799e+002°)
3.95697917058093e+004	(-5.44202401273790e+000dB,1.11158521520929e+002°)	(2.26009388249191e+000dB,-1.69792921516789e+002°)
3.96610094963840e+004	(-5.50932272168331e+000dB,1.10978662120685e+002°)	(2.29220811689509e+000dB,-1.70946377610597e+002°)
3.97524375656830e+004	(-5.57622584142635e+000dB,1.10801429172453e+002°)	(2.32089352700253e+000dB,-1.72107875797128e+002°)
3.98440763984488e+004	(-5.64273707522004e+000dB,1.10626767541168e+002°)	(2.34608088367865e+000dB,-1.73276547344840e+002°)
3.99359264805412e+004	(-5.70886011469998e+000dB,1.10454623512022e+002°)	(2.36770851485836e+000dB,-1.74451489074820e+002°)
4.00279882989404e+004	(-5.77459863801045e+000dB,1.10284944745684e+002°)	(2.38572279661139e+000dB,-1.75631767168501e+002°)
4.01202623417488e+004	(-5.83995630813719e+000dB,1.10117680235179e+002°)	(2.40007858879434e+000dB,-1.76816421340303e+002°)
4.02127490981943e+004	(-5.90493677142993e+000dB,1.09952780264432e+002°)	(2.41073960802838e+000dB,-1.78004469332558e+002°)
4.03054490586325e+004	(-5.96954365629672e+000dB,1.09790196368438e+002°)	(2.41767873163638e+000dB,-1.79194911682907e+002°)
4.03983627145493e+004	(-6.03378057205302e+000dB,1.09629881295063e+002°)	(2.42087822725240e+000dB,1.79613263291840e+002°)
4.04914905585637e+004	(-6.09765110790795e+000dB,1.09471788968431e+002°)	(2.42032990405104e+000dB,1.78421074356466e+002°)
4.05848330844302e+004	(-6.16115883207087e+000dB,1.09315874453862e+002°)	(2.41603518290009e+000dB,1.77229542127426e+002°)
4.06783907870416e+004	(-6.22430729096189e+000dB,1.09162093924321e+002°)	(2.40800508417882e+000dB,1.76039683819158e+002°)
4.07721641624316e+004	(-6.28710000851085e+000dB,1.09010404628319e+002°)	(2.39626013348039e+000dB,1.74852508034053e+002°)
4.08661537077772e+004	(-6.34954048553037e+000dB,1.08860764859210e+002°)	(2.38083018688753e+000dB,1.73669009662510e+002°)
4.09603599214017e+004	(-6.41163219914933e+000dB,1.08713133925809e+002°)	(2.36175417892848e+000dB,1.72490164956868e+002°)
4.10547833027770e+004	(-6.47337860229539e+000dB,1.08567472124272e+002°)	(2.33907979764496e+000dB,1.71316926838913e+002°)
4.11494243525264e+004	(-6.53478312321581e+000dB,1.08423740711147e+002°)	(2.31286309239545e+000dB,1.70150220495274e+002°)
4.12442835724275e+004	(-6.59584916502771e+000dB,1.08281901877518e+002°)	(2.28316802104480e+000dB,1.68990939308481e+002°)
4.13393614654144e+004	(-6.65658010529101e+000dB,1.08141918724180e+002°)	(2.25006594402878e+000dB,1.67839941164039e+002°)
4.14346585355805e+004	(-6.71697929559767e+000dB,1.08003755237736e+002°)	(2.21363507341306e+000dB,1.66698045165848e+002°)
4.15301752881815e+004	(-6.77705006117390e+000dB,1.07867376267561e+002°)	(2.17395988548408e+000dB,1.65566028783873e+002°)
4.16259122296377e+004	(-6.83679570049210e+000dB,1.07732747503553e+002°)	(2.13113050560862e+000dB,1.64444625449480e+002°)
4.17218698675367e+004	(-6.89621948489119e+000dB,1.07599835454592e+002°)	(2.08524207409481e+000dB,1.63334522605484e+002°)
4.18180487106366e+004	(-6.95532465820540e+000dB,1.07468607427654e+002°)	(2.03639410158631e+000dB,1.62236360210003e+002°)
4.19144492688678e+004	(-7.01411443640154e+000dB,1.07339031507517e+002°)	(1.98468982215119e+000dB,1.61150729685797e+002°)
4.20110720533366e+004	(-7.07259200722668e+000dB,1.07211076537004e+002°)	(1.93023555170445e+000dB,1.60078173300131e+002°)
4.21079175763273e+004	(-7.13076052986781e+000dB,1.07084712097722e+002°)	(1.87314005876246e+000dB,1.59019183954357e+002°)
4.22049863513053e+004	(-7.18862313462596e+000dB,1.06959908491261e+002°)	(1.81351395379137e+000dB,1.57974205357596e+002°)
4.23022788929196e+004	(-7.24618292260720e+000dB,1.06836636720812e+002°)	(1.75146910261356e+000dB,1.56943632554929e+002°)
4.23997957170055e+004	(-7.30344296543311e+000dB,1.06714868473189e+002°)	(1.68711806849991e+000dB,1.55927812777637e+002°)
4.24975373405875e+004	(-7.36040630497326e+000dB,1.06594576101228e+002°)	(1.62057358672969e+000dB,1.54927046581007e+002°)
4.25955042818820e+004	(-7.41707595310190e+000dB,1.06475732606553e+002°)	(1.55194807456592e+000dB,1.53941589234148e+002°)
4.26936970602999e+004	(-7.47345489148089e+000dB,1.06358311622690e+002°)	(1.48135317879041e+000dB,1.52971652325975e+002°)
4.27921161964496e+004	(-7.52954607137079e+000dB,1.06242287398537e+002°)	(1.40889936218881e+000dB,1.52017405551954e+002°)
4.28907622121396e+004	(-7.58535241347113e+000dB,1.06127634782165e+002°)	(1.33469552968010e+000dB,1.51078978647265e+002°)
4.29896356303811e+004	(-7.64087680779103e+000dB,1.06014329204976e+002°)	(1.25884869415894e+000dB,1.50156463433623e+002°)
4.30887369753913e+004	(-7.69612211355073e+000dB,1.05902346666186e+002°)	(1.18146368156789e+000dB,1.49249915948943e+002°)
4.31880667725956e+004	(-7.75109115911415e+000dB,1.05791663717665e+002°)	(1.10264287424106e+000dB,1.48359358631383e+002°)
4.32876255486306e+004	(-7.80578674195226e+000dB,1.05682257449109e+002°)	(1.02248599116380e+000dB,1.47484782531744e+002°)
4.33874138313472e+004	(-7.86021162863702e+000dB,1.05574105473572e+002°)	(9.41089903469343e-001dB,1.46626149530863e+002°)
4.34874321498128e+004	(-7.91436855486481e+000dB,1.05467185913332e+002°)	(8.58548483242106e-001dB,1.45783394541327e+002°)
4.35876810343146e+004	(-7.96826022550853e+000dB,1.05361477386118e+002°)	(7.74952483510979e-001dB,1.44956427675458e+002°)
4.36881610163623e+004	(-8.02188931469718e+000dB,1.05256958991684e+002°)	(6.90389447190511e-001dB,1.44145136364158e+002°)
4.37888726286906e+004	(-8.07525846592126e+000dB,1.05153610298735e+002°)	(6.04943642654051e-001dB,1.43349387413676e+002°)
4.38898164052626e+004	(-8.12837029216287e+000dB,1.05051411332199e+002°)	(5.18696023598538e-001dB,1.42569028989681e+002°)
4.39909928812720e+004	(-8.18122737604851e+000dB,1.04950342560855e+002°)	(4.31724210872600e-001dB,1.41803892520228e+002°)
4.40924025931465e+004	(-8.23383227002327e+000dB,1.04850384885302e+002°)	(3.44102493987545e-001dB,1.41053794511179e+002°)
4.41940460785503e+004	(-8.28618749654447e+000dB,1.04751519626272e+002°)	(2.55901850104471e-001dB,1.40318538269433e+002°)
4.42959238763871e+004	(-8.33829554829321e+000dB,1.04653728513282e+002°)	(1.67189978385619e-001dB,1.39597915530934e+002°)
4.43980365268026e+004	(-8.39015888840220e+000dB,1.04556993673618e+002°)	(7.80313477096145e-002dB,1.38891707991831e+002°)
4.45003845711882e+004	(-8.44177995069801e+000dB,1.04461297621649e+002°)	(-1.15127441272780e-002dB,1.38199688742397e+002°)
4.46029685521829e+004	(-8.49316113995655e+000dB,1.04366623248465e+002°)	(-1.01384101471778e-001dB,1.37521623604336e+002°)
4.47057890136767e+004	(-8.54430483216999e+000dB,1.04272953811817e+002°)	(-1.91527553749883e-001dB,1.36857272373036e+002°)
4.48088465008136e+004	(-8.59521337482386e+000dB,1.04180272926383e+002°)	(-2.81890871757831e-001dB,1.36206389967003e+002°)
4.49121415599940e+004	(-8.64588908718296e+000dB,1.04088564554317e+002°)	(-3.72424678653052e-001dB,1.35568727487353e+002°)
4.50000000000000e+004	(-8.68871911647112e+000dB,1.04011478400886e+002°)	(-4.49364165650318e-001dB,1.35037696074089e+002°)
Step Information: Step=47  (Run: 47/100)
2.70000000000000e+004	(-1.63800731038339e+000dB,-1.30645375185012e+002°)	(-8.07660196674166e+000dB,-1.06770185532577e+002°)
